Campaign_Row_ID,Campaign_ID,Budget,Clicks,CTR,CPC,Conversions,CPA,Conversion_Rate,Duration,Platform,Content_Type,Target_Age,Target_Gender,Region,Revenue,Spend,ROAS,Date,Impressions,Month,Quarter,CPC_Actual,CPA_Actual,ROAS_Actual,Budget_Variance,Budget_Variance_Pct
129,C9560,5170,1017,0.2706,5.08,379,13.64,0.3727,24,Google,Video,18-24,Male,Europe,63293,5376.8,11.77,2024-05-09,3758,2024-05,2024Q2,5.29,14.19,11.77,206.8,0.04
130,C9523,4560,960,0.1255,4.75,299,15.25,0.3115,30,YouTube,Text,35-44,Female,Africa,56212,4651.2,12.09,2025-01-12,7649,2025-01,2025Q1,4.84,15.56,12.09,91.2,0.02
131,C9548,2610,1288,0.1648,2.03,699,3.73,0.5427,17,LinkedIn,Image,45-54,Male,Africa,85977,2688.3,31.98,2024-06-12,7815,2024-06,2024Q2,2.09,3.85,31.98,78.3,0.03
132,C5510,8040,1126,0.1206,7.14,715,11.24,0.635,26,Instagram,Carousel,25-34,Female,Africa,89375,8120.4,11.01,2024-09-24,9336,2024-09,2024Q3,7.21,11.36,11.01,80.4,0.01
133,C7701,6930,1558,0.5356,4.45,1000,6.93,0.6418,12,LinkedIn,Video,55+,Other,Africa,76000,6930.0,10.97,2024-05-08,2908,2024-05,2024Q2,4.45,6.93,10.97,0.0,0.0
134,C9916,9050,987,0.3324,9.17,484,18.7,0.4904,21,Google,Video,45-54,Female,Asia,87120,8597.5,10.13,2024-05-21,2969,2024-05,2024Q2,8.71,17.76,10.13,-452.5,-0.05
135,C9888,4130,881,0.119,4.69,184,22.45,0.2089,9,YouTube,Video,55+,Other,South America,23920,4130.0,5.79,2024-02-23,7403,2024-02,2024Q1,4.69,22.45,5.79,0.0,0.0
136,C8101,7400,1363,0.1394,5.43,598,12.37,0.4387,27,Instagram,Video,55+,Female,South America,85514,7548.0,11.33,2024-06-08,9777,2024-06,2024Q2,5.54,12.62,11.33,148.0,0.02
137,C3516,6840,133,0.0422,51.43,131,52.21,0.985,25,Instagram,Text,25-34,Male,Africa,11135,6566.4,1.7,2024-02-17,3151,2024-02,2024Q1,49.37,50.13,1.7,-273.6,-0.04
138,C9308,6740,279,0.0382,24.16,99,68.08,0.3548,20,LinkedIn,Text,55+,Male,Africa,6039,6672.6,0.91,2024-06-28,7303,2024-06,2024Q2,23.92,67.4,0.91,-67.4,-0.01
139,C9429,9200,1243,0.6081,7.4,318,28.93,0.2558,24,Instagram,Image,35-44,Other,North America,20352,9292.0,2.19,2024-03-02,2044,2024-03,2024Q1,7.48,29.22,2.19,92.0,0.01
140,C8305,9260,937,0.1577,9.88,795,11.65,0.8485,19,Facebook,Carousel,18-24,Other,North America,154230,8797.0,17.53,2024-04-08,5941,2024-04,2024Q2,9.39,11.07,17.53,-463.0,-0.05
141,C6143,9790,1283,0.1432,7.63,418,23.42,0.3258,25,LinkedIn,Image,55+,Male,Africa,40964,9985.8,4.1,2024-12-08,8959,2024-12,2024Q4,7.78,23.89,4.1,195.8,0.02
142,C9836,2600,388,0.0987,6.7,241,10.79,0.6211,23,YouTube,Carousel,55+,Male,North America,44585,2496.0,17.86,2024-10-10,3931,2024-10,2024Q4,6.43,10.36,17.86,-104.0,-0.04
143,C9708,5170,320,0.0926,16.16,126,41.03,0.3937,24,LinkedIn,Video,18-24,Male,South America,14616,5118.3,2.86,2025-01-07,3455,2025-01,2025Q1,15.99,40.62,2.86,-51.7,-0.01
144,C2511,3220,1094,0.2907,2.94,979,3.29,0.8949,10,YouTube,Text,55+,Other,South America,169367,3252.2,52.08,2024-09-26,3763,2024-09,2024Q3,2.97,3.32,52.08,32.2,0.01
145,C4061,7010,1452,0.1724,4.83,723,9.7,0.4979,22,YouTube,Image,18-24,Other,Africa,26028,6939.9,3.75,2024-06-12,8422,2024-06,2024Q2,4.78,9.6,3.75,-70.1,-0.01
146,C6408,7300,1818,0.8527,4.02,1243,5.87,0.6837,21,LinkedIn,Carousel,55+,Female,Africa,78309,7227.0,10.84,2024-06-26,2132,2024-06,2024Q2,3.98,5.81,10.84,-73.0,-0.01
147,C5459,3590,1427,0.2272,2.52,1411,2.54,0.9888,13,Facebook,Text,18-24,Male,Asia,64906,3446.4,18.83,2024-06-13,6280,2024-06,2024Q2,2.42,2.44,18.83,-143.6,-0.04
148,C8044,5110,1635,0.372,3.13,804,6.36,0.4917,28,Facebook,Video,35-44,Other,South America,107736,4905.6,21.96,2024-08-27,4395,2024-08,2024Q3,3.0,6.1,21.96,-204.4,-0.04
149,C5147,4200,1189,0.2353,3.53,127,33.07,0.1068,30,Instagram,Carousel,18-24,Other,Africa,5588,4032.0,1.39,2024-03-26,5053,2024-03,2024Q1,3.39,31.75,1.39,-168.0,-0.04
150,C1785,8300,1193,0.8166,6.96,429,19.35,0.3596,30,Instagram,Video,25-34,Male,Africa,50622,7885.0,6.42,2024-09-22,1460,2024-09,2024Q3,6.61,18.38,6.42,-415.0,-0.05
151,C4676,5860,1395,0.1688,4.2,310,18.9,0.2222,30,LinkedIn,Carousel,18-24,Female,South America,31930,5684.2,5.62,2024-05-24,8264,2024-05,2024Q2,4.07,18.34,5.62,-175.8,-0.03
152,C8990,5530,1658,0.3106,3.34,435,12.71,0.2624,15,Facebook,Text,35-44,Male,Africa,27405,5253.5,5.22,2024-09-06,5338,2024-09,2024Q3,3.17,12.08,5.22,-276.5,-0.05
153,C5792,6550,1154,0.1215,5.68,710,9.23,0.6153,9,Facebook,Carousel,45-54,Other,Europe,29110,6288.0,4.63,2024-11-01,9497,2024-11,2024Q4,5.45,8.86,4.63,-262.0,-0.04
154,C4699,5150,1065,0.2451,4.84,216,23.84,0.2028,25,LinkedIn,Text,18-24,Other,North America,35640,4944.0,7.21,2024-03-18,4345,2024-03,2024Q1,4.64,22.89,7.21,-206.0,-0.04
155,C3176,9790,813,0.3331,12.04,131,74.73,0.1611,13,LinkedIn,Text,35-44,Other,North America,7074,9887.9,0.72,2024-05-31,2440,2024-05,2024Q2,12.16,75.48,0.72,97.9,0.01
156,C3273,5240,1542,0.2594,3.4,639,8.2,0.4144,29,Instagram,Video,18-24,Female,Asia,109269,5187.6,21.06,2024-05-13,5944,2024-05,2024Q2,3.36,8.12,21.06,-52.4,-0.01
157,C9673,9140,279,0.1269,32.76,157,58.22,0.5627,19,Facebook,Text,35-44,Female,North America,10205,9048.6,1.13,2024-06-21,2198,2024-06,2024Q2,32.43,57.63,1.13,-91.4,-0.01
158,C4126,2770,1909,0.7918,1.45,1311,2.11,0.6867,26,YouTube,Carousel,25-34,Male,Asia,98325,2880.8,34.13,2024-10-14,2410,2024-10,2024Q4,1.51,2.2,34.13,110.8,0.04
159,C4213,2860,877,0.1099,3.26,672,4.26,0.7662,10,LinkedIn,Image,35-44,Male,Europe,98784,2717.0,36.36,2024-07-09,7979,2024-07,2024Q3,3.1,4.04,36.36,-143.0,-0.05
160,C9401,8400,119,0.0207,70.59,115,73.04,0.9664,10,Instagram,Text,35-44,Female,South America,12650,8148.0,1.55,2024-07-03,5748,2024-07,2024Q3,68.47,70.85,1.55,-252.0,-0.03
161,C3703,2860,1737,0.178,1.65,145,19.72,0.0835,18,LinkedIn,Carousel,55+,Male,Africa,9280,2802.8,3.31,2024-09-03,9758,2024-09,2024Q3,1.61,19.33,3.31,-57.2,-0.02
162,C4846,2360,1668,0.6622,1.41,509,4.64,0.3052,25,Instagram,Carousel,18-24,Other,North America,42756,2360.0,18.12,2024-02-26,2518,2024-02,2024Q1,1.41,4.64,18.12,0.0,0.0
163,C8078,2790,1243,0.1268,2.24,403,6.92,0.3242,14,Facebook,Text,55+,Other,South America,26195,2706.3,9.68,2024-03-22,9802,2024-03,2024Q1,2.18,6.72,9.68,-83.7,-0.03
164,C5390,5930,551,0.1005,10.76,247,24.01,0.4483,11,YouTube,Video,45-54,Other,Europe,25441,6226.5,4.09,2024-10-27,5482,2024-10,2024Q4,11.3,25.21,4.09,296.5,0.05
165,C9376,7070,427,0.0757,16.56,60,117.83,0.1405,19,Facebook,Text,55+,Male,Africa,10200,7423.5,1.37,2024-08-19,5640,2024-08,2024Q3,17.39,123.72,1.37,353.5,0.05
166,C4004,3350,463,0.1223,7.24,50,67.0,0.108,7,YouTube,Image,35-44,Male,Europe,3500,3350.0,1.04,2024-08-12,3785,2024-08,2024Q3,7.24,67.0,1.04,0.0,0.0
167,C5589,2410,1890,0.2376,1.28,1089,2.21,0.5762,24,Facebook,Text,18-24,Other,North America,130680,2482.3,52.64,2024-10-29,7954,2024-10,2024Q4,1.31,2.28,52.64,72.3,0.03
168,C2306,6060,1411,0.1749,4.29,119,50.92,0.0843,18,LinkedIn,Text,35-44,Male,Africa,3927,5878.2,0.67,2025-01-17,8067,2025-01,2025Q1,4.17,49.4,0.67,-181.8,-0.03
169,C5677,2900,1284,0.3179,2.26,971,2.99,0.7562,11,Facebook,Text,45-54,Male,Africa,118462,2929.0,40.44,2024-02-19,4039,2024-02,2024Q1,2.28,3.02,40.44,29.0,0.01
170,C7450,6360,1273,0.1978,5.0,126,50.48,0.099,29,LinkedIn,Image,35-44,Female,Africa,13356,6296.4,2.12,2025-01-09,6435,2025-01,2025Q1,4.95,49.97,2.12,-63.6,-0.01
171,C5033,3780,1493,0.3136,2.53,1475,2.56,0.9879,13,Facebook,Video,35-44,Female,Africa,205025,3855.6,53.18,2024-07-05,4760,2024-07,2024Q3,2.58,2.61,53.18,75.6,0.02
172,C8674,2880,1476,0.1791,1.95,288,10.0,0.1951,7,LinkedIn,Video,25-34,Female,Africa,23328,2995.2,7.79,2025-02-05,8241,2025-02,2025Q1,2.03,10.4,7.79,115.2,0.04
173,C6099,9530,132,0.0393,72.2,13,733.08,0.0985,13,Facebook,Text,25-34,Other,North America,1768,9148.8,0.19,2024-10-29,3358,2024-10,2024Q4,69.31,703.75,0.19,-381.2,-0.04
174,C7138,3220,1024,0.2461,3.14,145,22.21,0.1416,7,YouTube,Image,18-24,Female,Africa,13485,3155.6,4.27,2024-03-12,4160,2024-03,2024Q1,3.08,21.76,4.27,-64.4,-0.02
175,C4844,7660,325,0.0762,23.57,295,25.97,0.9077,14,YouTube,Video,45-54,Female,Asia,45430,8043.0,5.65,2025-01-14,4265,2025-01,2025Q1,24.75,27.26,5.65,383.0,0.05
176,C5515,7990,1982,0.2559,4.03,1315,6.08,0.6635,30,LinkedIn,Carousel,25-34,Other,Asia,222235,7910.1,28.1,2024-03-05,7745,2024-03,2024Q1,3.99,6.02,28.1,-79.9,-0.01
177,C1746,2830,836,0.2042,3.39,355,7.97,0.4246,16,LinkedIn,Video,25-34,Male,Europe,65675,2914.9,22.53,2024-06-05,4094,2024-06,2024Q2,3.49,8.21,22.53,84.9,0.03
178,C9933,7120,1159,1.0975,6.14,980,7.27,0.8456,8,Facebook,Image,45-54,Other,South America,193060,6906.4,27.95,2024-05-11,1056,2024-05,2024Q2,5.96,7.05,27.95,-213.6,-0.03
179,C8825,2700,1680,0.2335,1.61,1138,2.37,0.6774,28,LinkedIn,Text,45-54,Male,Asia,171838,2565.0,66.99,2024-02-15,7194,2024-02,2024Q1,1.53,2.25,66.99,-135.0,-0.05
180,C7975,6610,213,0.0293,31.03,101,65.45,0.4742,16,YouTube,Carousel,25-34,Other,South America,19392,6345.6,3.06,2024-06-24,7269,2024-06,2024Q2,29.79,62.83,3.06,-264.4,-0.04
181,C7607,2610,1508,0.4763,1.73,131,19.92,0.0869,13,Instagram,Carousel,25-34,Other,North America,14541,2557.8,5.68,2024-09-09,3166,2024-09,2024Q3,1.7,19.53,5.68,-52.2,-0.02
182,C9454,8740,1817,0.3532,4.81,1346,6.49,0.7408,14,Facebook,Carousel,25-34,Male,North America,254394,8740.0,29.11,2024-10-30,5144,2024-10,2024Q4,4.81,6.49,29.11,0.0,0.0
183,C8148,7380,168,0.0446,43.93,17,434.12,0.1012,27,LinkedIn,Text,35-44,Female,Africa,646,7675.2,0.08,2024-12-14,3766,2024-12,2024Q4,45.69,451.48,0.08,295.2,0.04
184,C7717,2480,959,0.1162,2.59,849,2.92,0.8853,18,LinkedIn,Video,25-34,Male,Africa,26319,2504.8,10.51,2024-07-22,8253,2024-07,2024Q3,2.61,2.95,10.51,24.8,0.01
185,C9867,6110,1689,0.3424,3.62,622,9.82,0.3683,9,LinkedIn,Carousel,35-44,Other,Asia,72774,6048.9,12.03,2024-05-19,4932,2024-05,2024Q2,3.58,9.72,12.03,-61.1,-0.01
186,C3387,6750,1677,0.5581,4.03,1015,6.65,0.6052,12,Google,Carousel,35-44,Other,South America,156310,6547.5,23.87,2024-08-20,3004,2024-08,2024Q3,3.9,6.45,23.87,-202.5,-0.03
187,C1341,4630,859,0.2088,5.39,735,6.3,0.8556,29,Facebook,Carousel,18-24,Female,Europe,127890,4630.0,27.62,2024-04-17,4113,2024-04,2024Q2,5.39,6.3,27.62,0.0,0.0
188,C2816,8390,1448,0.79,5.79,1432,5.86,0.989,27,Facebook,Image,18-24,Male,Asia,173272,8306.1,20.86,2024-08-11,1832,2024-08,2024Q3,5.74,5.8,20.86,-83.9,-0.01
189,C5907,8030,352,0.0495,22.81,288,27.88,0.8182,14,Facebook,Video,18-24,Female,Europe,22752,7869.4,2.89,2025-02-03,7111,2025-02,2025Q1,22.36,27.32,2.89,-160.6,-0.02
190,C5355,5490,1765,0.4453,3.11,666,8.24,0.3773,15,YouTube,Text,35-44,Male,Asia,22644,5764.5,3.93,2024-12-11,3963,2024-12,2024Q4,3.27,8.66,3.93,274.5,0.05
191,C5938,4630,1667,1.5252,2.78,1446,3.2,0.8674,9,Instagram,Text,45-54,Male,South America,160506,4537.4,35.37,2024-12-10,1092,2024-12,2024Q4,2.72,3.14,35.37,-92.6,-0.02
192,C3935,5000,321,0.1499,15.58,307,16.29,0.9564,21,Facebook,Text,35-44,Male,North America,20876,4850.0,4.3,2024-07-09,2141,2024-07,2024Q3,15.11,15.8,4.3,-150.0,-0.03
193,C7449,2160,1164,0.4856,1.86,862,2.51,0.7405,21,Google,Carousel,25-34,Other,North America,124990,2203.2,56.73,2024-07-09,2397,2024-07,2024Q3,1.89,2.56,56.73,43.2,0.02
194,C3181,8370,732,0.2679,11.43,594,14.09,0.8115,24,YouTube,Text,18-24,Male,South America,48114,8370.0,5.75,2024-07-22,2732,2024-07,2024Q3,11.43,14.09,5.75,0.0,0.0
195,C4782,6260,1573,0.1804,3.98,487,12.85,0.3096,13,Google,Video,35-44,Male,Asia,19967,6510.4,3.07,2025-01-29,8719,2025-01,2025Q1,4.14,13.37,3.07,250.4,0.04
196,C5794,9240,877,0.0914,10.54,472,19.58,0.5382,17,Instagram,Image,18-24,Other,Africa,82128,8962.8,9.16,2024-05-24,9595,2024-05,2024Q2,10.22,18.99,9.16,-277.2,-0.03
197,C7681,8840,299,0.1449,29.57,226,39.12,0.7559,20,YouTube,Video,18-24,Other,Asia,28476,8840.0,3.22,2024-12-02,2063,2024-12,2024Q4,29.57,39.12,3.22,0.0,0.0
198,C3996,5140,1134,0.1614,4.53,687,7.48,0.6058,16,Facebook,Carousel,35-44,Male,South America,33663,5037.2,6.68,2025-01-11,7026,2025-01,2025Q1,4.44,7.33,6.68,-102.8,-0.02
199,C1555,9360,838,0.0879,11.17,832,11.25,0.9928,30,LinkedIn,Carousel,35-44,Other,South America,154752,9172.8,16.87,2024-10-11,9533,2024-10,2024Q4,10.95,11.02,16.87,-187.2,-0.02
200,C2434,8140,1491,0.3777,5.46,1279,6.36,0.8578,24,Instagram,Video,45-54,Other,Africa,203361,8384.2,24.26,2025-01-28,3947,2025-01,2025Q1,5.62,6.56,24.26,244.2,0.03
201,C8502,8310,842,0.0996,9.87,484,17.17,0.5748,25,Instagram,Image,18-24,Other,Asia,82280,8725.5,9.43,2025-02-01,8453,2025-02,2025Q1,10.36,18.03,9.43,415.5,0.05
202,C3055,2350,1387,0.1809,1.69,734,3.2,0.5292,15,YouTube,Carousel,25-34,Other,Asia,104228,2420.5,43.06,2024-10-10,7667,2024-10,2024Q4,1.75,3.3,43.06,70.5,0.03
203,C6872,5230,897,0.1636,5.83,335,15.61,0.3735,20,Google,Video,25-34,Other,Europe,64990,5073.1,12.81,2024-12-23,5482,2024-12,2024Q4,5.66,15.14,12.81,-156.9,-0.03
204,C7596,2190,254,0.0572,8.62,239,9.16,0.9409,8,Instagram,Carousel,35-44,Male,Africa,7170,2102.4,3.41,2024-07-12,4440,2024-07,2024Q3,8.28,8.8,3.41,-87.6,-0.04
205,C2221,7460,645,0.1664,11.57,95,78.53,0.1473,11,LinkedIn,Video,45-54,Other,Africa,18335,7683.8,2.39,2024-10-09,3876,2024-10,2024Q4,11.91,80.88,2.39,223.8,0.03
206,C9288,8800,1692,1.5424,5.2,1462,6.02,0.8641,30,LinkedIn,Image,18-24,Female,Asia,119884,8360.0,14.34,2024-10-12,1096,2024-10,2024Q4,4.94,5.72,14.34,-440.0,-0.05
207,C9249,6740,595,0.3504,11.33,567,11.89,0.9529,8,LinkedIn,Video,45-54,Other,Europe,36288,6874.8,5.28,2024-02-27,1698,2024-02,2024Q1,11.55,12.12,5.28,134.8,0.02
208,C4482,9110,1100,0.6691,8.28,661,13.78,0.6009,11,Facebook,Image,55+,Male,North America,104438,9565.5,10.92,2024-12-21,1643,2024-12,2024Q4,8.7,14.47,10.92,455.5,0.05
209,C5313,6190,1673,1.5405,3.7,1321,4.69,0.7896,26,Facebook,Video,55+,Other,Europe,81902,6313.8,12.97,2024-10-15,1086,2024-10,2024Q4,3.77,4.78,12.97,123.8,0.02
210,C5399,6550,1382,0.6476,4.74,407,16.09,0.2945,14,Facebook,Text,35-44,Male,South America,71632,6222.5,11.51,2024-07-21,2134,2024-07,2024Q3,4.5,15.29,11.51,-327.5,-0.05
211,C5557,6620,962,0.4779,6.88,917,7.22,0.9532,15,Google,Video,25-34,Other,Africa,53186,6951.0,7.65,2024-06-30,2012,2024-06,2024Q2,7.23,7.58,7.65,331.0,0.05
212,C6874,5890,484,0.0534,12.17,237,24.85,0.4897,17,Instagram,Video,45-54,Male,South America,22041,5831.1,3.78,2024-10-29,9063,2024-10,2024Q4,12.05,24.6,3.78,-58.9,-0.01
213,C5999,2540,1598,0.6389,1.59,854,2.97,0.5344,24,LinkedIn,Carousel,25-34,Other,North America,157136,2514.6,62.49,2024-02-22,2501,2024-02,2024Q1,1.57,2.94,62.49,-25.4,-0.01
214,C3701,7380,1697,0.2188,4.35,518,14.25,0.3052,26,Google,Text,55+,Other,Europe,76664,7011.0,10.93,2024-06-07,7755,2024-06,2024Q2,4.13,13.53,10.93,-369.0,-0.05
215,C1508,7610,526,0.2136,14.47,137,55.55,0.2605,27,Instagram,Text,18-24,Other,Asia,20413,7686.1,2.66,2024-12-13,2462,2024-12,2024Q4,14.61,56.1,2.66,76.1,0.01
216,C2576,9130,1718,0.9172,5.31,1390,6.57,0.8091,19,LinkedIn,Video,45-54,Female,North America,247420,9312.6,26.57,2024-06-30,1873,2024-06,2024Q2,5.42,6.7,26.57,182.6,0.02
217,C6242,2400,1318,0.4925,1.82,286,8.39,0.217,23,YouTube,Video,45-54,Other,Europe,33462,2280.0,14.68,2024-07-04,2676,2024-07,2024Q3,1.73,7.97,14.68,-120.0,-0.05
218,C2157,9510,622,0.5743,15.29,277,34.33,0.4453,15,Google,Carousel,45-54,Female,South America,21606,9224.7,2.34,2024-11-27,1083,2024-11,2024Q4,14.83,33.3,2.34,-285.3,-0.03
219,C1002,9950,1806,0.1819,5.51,1612,6.17,0.8926,25,Facebook,Carousel,18-24,Female,Asia,320788,10348.0,31.0,2024-06-22,9928,2024-06,2024Q2,5.73,6.42,31.0,398.0,0.04
220,C9559,4960,1351,0.1527,3.67,141,35.18,0.1044,23,LinkedIn,Text,35-44,Male,South America,6627,4960.0,1.34,2024-12-09,8847,2024-12,2024Q4,3.67,35.18,1.34,0.0,0.0
221,C8244,3790,929,0.1444,4.08,93,40.75,0.1001,15,Google,Text,35-44,Male,Africa,9486,3827.9,2.48,2025-01-19,6433,2025-01,2025Q1,4.12,41.16,2.48,37.9,0.01
222,C2340,3400,1173,0.1277,2.9,1018,3.34,0.8679,7,Facebook,Text,45-54,Male,Europe,123178,3434.0,35.87,2024-10-23,9185,2024-10,2024Q4,2.93,3.37,35.87,34.0,0.01
223,C7255,3650,1187,0.1673,3.07,130,28.08,0.1095,7,YouTube,Text,35-44,Female,Europe,5200,3540.5,1.47,2024-10-05,7095,2024-10,2024Q4,2.98,27.23,1.47,-109.5,-0.03
224,C8218,5940,107,0.0664,55.51,43,138.14,0.4019,7,YouTube,Carousel,45-54,Other,Africa,7697,5643.0,1.36,2024-03-11,1611,2024-03,2024Q1,52.74,131.23,1.36,-297.0,-0.05
225,C7331,4040,846,0.0902,4.78,522,7.74,0.617,24,YouTube,Video,25-34,Female,Asia,41238,4201.6,9.81,2024-10-05,9379,2024-10,2024Q4,4.97,8.05,9.81,161.6,0.04
226,C6586,4400,1049,0.1456,4.19,16,275.0,0.0153,20,Google,Carousel,18-24,Female,Asia,2464,4356.0,0.57,2024-02-18,7204,2024-02,2024Q1,4.15,272.25,0.57,-44.0,-0.01
227,C1413,2390,296,0.0321,8.07,204,11.72,0.6892,27,Google,Video,25-34,Male,Africa,38760,2366.1,16.38,2025-01-27,9221,2025-01,2025Q1,7.99,11.6,16.38,-23.9,-0.01
228,C6528,5760,1469,0.2613,3.92,917,6.28,0.6242,17,Facebook,Carousel,35-44,Male,Europe,78862,5702.4,13.83,2024-06-19,5621,2024-06,2024Q2,3.88,6.22,13.83,-57.6,-0.01
229,C8829,9030,1696,0.1886,5.32,1246,7.25,0.7347,30,LinkedIn,Image,55+,Other,Asia,179424,8668.8,20.7,2024-08-13,8992,2024-08,2024Q3,5.11,6.96,20.7,-361.2,-0.04
230,C2805,9230,1553,0.4145,5.94,916,10.08,0.5898,8,Instagram,Image,18-24,Male,Africa,62288,9414.6,6.62,2025-01-18,3746,2025-01,2025Q1,6.06,10.28,6.62,184.6,0.02
231,C8023,6640,1433,0.2151,4.63,108,61.48,0.0754,14,LinkedIn,Image,55+,Female,South America,19116,6440.8,2.97,2024-06-11,6662,2024-06,2024Q2,4.49,59.64,2.97,-199.2,-0.03
232,C1542,4210,1427,0.688,2.95,277,15.2,0.1941,28,Facebook,Text,45-54,Other,Europe,12742,4167.9,3.06,2024-11-06,2074,2024-11,2024Q4,2.92,15.05,3.06,-42.1,-0.01
233,C5660,9690,1389,0.2441,6.98,1191,8.14,0.8575,10,Google,Image,55+,Other,South America,202470,9980.7,20.29,2024-11-16,5690,2024-11,2024Q4,7.19,8.38,20.29,290.7,0.03
234,C7614,9800,698,0.2913,14.04,502,19.52,0.7192,18,Instagram,Text,18-24,Male,South America,33132,9604.0,3.45,2024-07-24,2396,2024-07,2024Q3,13.76,19.13,3.45,-196.0,-0.02
235,C2469,9350,687,0.2915,13.61,192,48.7,0.2795,27,Instagram,Image,35-44,Other,South America,27264,9069.5,3.01,2024-09-26,2356,2024-09,2024Q3,13.2,47.24,3.01,-280.5,-0.03
236,C1900,6970,1562,0.5014,4.46,1530,4.56,0.9795,15,Facebook,Text,35-44,Male,Asia,73440,7039.7,10.43,2024-05-03,3115,2024-05,2024Q2,4.51,4.6,10.43,69.7,0.01
237,C1108,7010,271,0.0849,25.87,41,170.98,0.1513,11,YouTube,Carousel,25-34,Male,North America,2665,7080.1,0.38,2025-01-21,3191,2025-01,2025Q1,26.13,172.69,0.38,70.1,0.01
238,C2071,7120,903,0.1705,7.88,471,15.12,0.5216,18,YouTube,Video,45-54,Other,Europe,28260,6835.2,4.13,2024-03-04,5296,2024-03,2024Q1,7.57,14.51,4.13,-284.8,-0.04
239,C6095,3750,1251,0.176,3.0,29,129.31,0.0232,13,LinkedIn,Carousel,25-34,Other,Africa,1682,3825.0,0.44,2024-06-20,7107,2024-06,2024Q2,3.06,131.9,0.44,75.0,0.02
240,C5045,6950,407,0.1886,17.08,237,29.32,0.5823,26,Google,Video,35-44,Other,South America,46689,7297.5,6.4,2024-08-23,2158,2024-08,2024Q3,17.93,30.79,6.4,347.5,0.05
241,C4555,4200,661,0.1647,6.35,597,7.04,0.9032,21,Instagram,Video,25-34,Male,South America,46566,4200.0,11.09,2024-05-04,4013,2024-05,2024Q2,6.35,7.04,11.09,0.0,0.0
242,C4793,5700,1398,0.5603,4.08,34,167.65,0.0243,8,YouTube,Carousel,35-44,Female,South America,6256,5415.0,1.16,2024-04-25,2495,2024-04,2024Q2,3.87,159.26,1.16,-285.0,-0.05
243,C2048,3540,168,0.0557,21.07,35,101.14,0.2083,15,YouTube,Image,55+,Female,Africa,5600,3540.0,1.58,2024-03-07,3016,2024-03,2024Q1,21.07,101.14,1.58,0.0,0.0
244,C4845,4590,63,0.0222,72.86,48,95.62,0.7619,25,Google,Image,55+,Male,Asia,1776,4681.8,0.38,2024-06-17,2837,2024-06,2024Q2,74.31,97.54,0.38,91.8,0.02
245,C9774,5600,236,0.0491,23.73,33,169.7,0.1398,9,Instagram,Carousel,55+,Female,Europe,1584,5656.0,0.28,2024-11-23,4806,2024-11,2024Q4,23.97,171.39,0.28,56.0,0.01
246,C5042,2470,1187,0.3746,2.08,100,24.7,0.0842,30,Instagram,Video,55+,Other,Europe,7300,2519.4,2.9,2024-08-18,3168,2024-08,2024Q3,2.12,25.19,2.9,49.4,0.02
247,C1725,6950,1929,0.2497,3.6,1755,3.96,0.9098,17,Google,Text,18-24,Female,Asia,198315,6880.5,28.82,2024-12-10,7725,2024-12,2024Q4,3.57,3.92,28.82,-69.5,-0.01
248,C3371,5520,1922,0.2725,2.87,1727,3.2,0.8985,23,LinkedIn,Video,25-34,Other,North America,127798,5740.8,22.26,2024-11-28,7053,2024-11,2024Q4,2.99,3.32,22.26,220.8,0.04
249,C3637,4830,1936,0.3735,2.49,1529,3.16,0.7898,10,LinkedIn,Text,45-54,Male,Europe,131494,5071.5,25.93,2024-03-12,5183,2024-03,2024Q1,2.62,3.32,25.93,241.5,0.05
250,C6261,2060,1589,0.4064,1.3,600,3.43,0.3776,26,LinkedIn,Text,35-44,Other,North America,19800,2039.4,9.71,2024-08-27,3909,2024-08,2024Q3,1.28,3.4,9.71,-20.6,-0.01
251,C5561,9040,106,0.0166,85.28,68,132.94,0.6415,25,Instagram,Text,18-24,Other,North America,8636,9130.4,0.95,2024-03-18,6385,2024-03,2024Q1,86.14,134.27,0.95,90.4,0.01
252,C2077,7510,880,0.6827,8.53,820,9.16,0.9318,25,YouTube,Carousel,45-54,Other,Europe,141860,7885.5,17.99,2024-04-28,1288,2024-04,2024Q2,8.96,9.62,17.99,375.5,0.05
253,C8057,2500,140,0.0146,17.86,137,18.25,0.9786,28,YouTube,Carousel,55+,Female,North America,25482,2575.0,9.9,2024-10-04,9589,2024-10,2024Q4,18.39,18.8,9.9,75.0,0.03
254,C1737,4920,413,0.1405,11.91,90,54.67,0.2179,27,Instagram,Video,45-54,Male,North America,11790,4723.2,2.5,2024-03-21,2939,2024-03,2024Q1,11.44,52.48,2.5,-196.8,-0.04
255,C1505,8810,1778,0.2963,4.96,978,9.01,0.5501,25,Google,Carousel,55+,Other,Asia,124206,8898.1,13.96,2025-01-27,6000,2025-01,2025Q1,5.0,9.1,13.96,88.1,0.01
256,C2719,7620,1730,0.7786,4.4,231,32.99,0.1335,10,Instagram,Image,25-34,Other,Europe,31878,8001.0,3.98,2024-03-26,2221,2024-03,2024Q1,4.62,34.64,3.98,381.0,0.05
257,C7735,9420,1006,0.3327,9.36,682,13.81,0.6779,18,Instagram,Text,25-34,Male,Europe,109120,9325.8,11.7,2024-05-01,3023,2024-05,2024Q2,9.27,13.67,11.7,-94.2,-0.01
